ID, Name, Longitude, Latitude, ReviewCount, YelpStars, AreaID
436,Peoples Indian Restaurant,-79.9412119,40.464984,41,4,7
437,Pho Minh,-79.9445074,40.4654249,50,4,7
438,Cat Clinic & Hospital,-79.941738,40.457409,15,4,7
439,Groceria Italiana,-79.948546,40.4618603,21,4.5,7
440,Pnc Bank,-79.947807,40.461366,3,4,7
441,Armands Bar,-79.948153,40.461494,14,3.5,7
442,Taste of India,-79.953504,40.4657149,63,4,7
443,Golden Razor,-79.9475397,40.4607275,26,5,7
444,Nicos Recovery Room,-79.9489828,40.4636982,20,3.5,7
445,Donatellis Italian Food Center Inc,-79.949333,40.462158,12,3.5,7
446,Seven Cees,-79.94854,40.461657,5,4,7
447,Yolandas Hair Design,-79.9506886,40.4622409,4,3.5,7
448,DAmicos,-79.9484943,40.4612318,9,2.5,7
449,Trams Kitchen,-79.9559332,40.4653036,177,4,7
450,Merantes Gifts,-79.949031,40.461915,4,5,7
451,Ritters Diner,-79.941311,40.45639,103,3.5,7
452,Bloomfield Drug Store,-79.948922,40.4616024,3,5,7
453,Lombardozzis Restaurant,-79.9471799,40.4606393,15,3.5,7
454,Tessaros,-79.950641,40.462787,219,4,7
455,Teabags,-79.9547682,40.465157,3,4.5,7
456,Pleasure Bar and Restaurant,-79.9486639,40.461739,40,3,7
457,Bell Vision Care,-79.9464503,40.4599796,3,2.5,7
458,Courtyard Pittsburgh Shadyside,-79.9394155,40.4563663,16,3.5,7
459,Twisters Soft Serve Ice Cream,-79.9541124,40.4647058,10,4,7
460,Silkys Pub,-79.942274,40.458267,39,4,7
461,Boston Market,-79.941471,40.455568,13,3.5,7
462,Labriola Cynthia DMD,-79.948054,40.460845,4,4,7
463,Jiffy Lube,-79.942929,40.455879,14,2,7
464,Lot 17 Bar and Grill,-79.950128,40.46257,51,3.5,7
465,The Bloomfield Sandwich Shop,-79.950246,40.462632,33,4,7
466,Alexanders Italian Bistro,-79.9435413,40.458576,53,3.5,7
467,Sammys Famous Corned Beef,-79.9557489,40.4655702,6,3,7
468,Thai Cuisine,-79.9498459,40.462419,142,4,7
469,The Getaway Café,-80.015649,40.384633,20,3,7
470,Fioris Pizzaria,-80.018538,40.405245,108,4,7
471,Rohrich Toyota,-80.02254,40.400922,16,3.5,7
472,Red White & Blue Thrift Store,-80.00658,40.410735,29,3.5,7
473,Its Greek To Me,-80.0173011,40.3919796,15,4.5,7
474,Kribels Bakery,-80.022591,40.395242,10,3.5,7
475,Moonlite Cafe,-80.0229025,40.3954635,15,4,7
476,Pitaland,-80.022086,40.394874,25,4.5,7
477,Party Cake Shop,-80.021538,40.394482,13,4,7
478,Bellisarios Pizza Palace,-80.0159995,40.3832941,8,3.5,7
479,Wendys,-80.024316,40.400323,4,3,7
480,Carhops Sub Shop,-80.025491,40.399184,6,4.5,7
481,McDonalds,-80.0266142,40.3989335,5,1.5,7
482,The Tong Garden,-80.017768,40.391756,7,4,7
483,Amels,-80.0153449,40.3830261,26,4,7
484,McDonalds,-80.0502872,40.4256974,3,1,7
485,Sesame Inn Chinese Restaurant,-80.0448643437995,40.3796549064882,34,4,7
486,China Gate,-80.0503804,40.357621,14,2.5,7
487,Alberta Modern Hair,-80.0449747,40.3791169,6,4,7
488,Empire Music Inc,-80.0442401,40.3807949,4,3.5,7
489,Mt Lebanon Shoe Repair,-80.0442567,40.3803456,4,5,7
490,Il Pizzaiolo,-80.044459,40.380192,139,4,7
491,Little Tokyo,-80.0441649,40.3819791,88,4,7
492,Mineos Pizza House,-80.0447818,40.3798453,24,4,7
493,Salon Vivace,-80.0441665,40.3819715,5,5,7
494,Panera Bread,-80.0503804,40.357621,9,3.5,7
495,Mt Lebanon Public Library,-80.045264,40.377009,5,4.5,7
496,Anne Gregory For the Bride,-80.0361878,40.3934726,13,4,7
497,Potomac Bakery,-80.044391,40.380869,9,4,7
498,Carmike Galleria 6,-80.0503804,40.357621,12,2.5,7
499,The Saloon of Mt. Lebanon,-80.0443309,40.3820875,30,3.5,7
500,Jernigans Tobacco Village,-80.0503804,40.357621,8,2,7
501,Rolliers Hardware,-80.0447435,40.3829391,18,4,7
502,The Korner Pub,-80.0440197,40.3869206,8,4.5,7
503,Mt Lebanon Floral Shop,-80.0448508,40.3793945,4,5,7
504,Galleria,-80.0503804,40.357621,17,3,7
505,Chinese Acupuncture & Herbs Center LLC,-80.045186,40.38177,3,5,7
506,La Pomponnee,-80.0442406,40.3814613,14,3.5,7
507,Cvs/Pharmacy,-80.052001,40.382466,3,3.5,7
508,Restoration Hardware,-80.0503804,40.357621,5,4,7
509,Uptown Coffee,-80.0448122,40.3794554,27,4,7
510,Andrew John Salon,-80.051443,40.382683,3,5,7
511,Magee-Womens Hospital,-80.0403259,40.373557,4,2.5,7
512,Ten Toes of Pittsburgh Inc,-79.9336604,40.4511682,9,4,7
513,The Coffee Tree Roasters,-79.9328199,40.4513702,66,3.5,7
514,Laundry Factory,-79.9289692,40.4573719,37,4,7
515,Eons Fashion Antique,-79.9294479,40.456746,25,4.5,7
516,Owens Dry Cleaners,-79.9296937,40.4524688,10,1.5,7
517,Soba,-79.9296112060547,40.4571266174316,180,4,7
518,Salon 5844,-79.9299317,40.4566552,6,4.5,7
519,Umi,-79.9297,40.4569371,74,4,7
520,Bagel Factory,-79.930303,40.456766,24,3.5,7
521,Tile and Designs Inc,-79.9273739,40.4582708,3,3.5,7
522,Harris Grill,-79.931338,40.455955,192,3.5,7
523,Hey Betty,-79.9275787,40.4580184,8,4,7
524,X Shadyside,-79.931741,40.451566,12,3.5,7
525,Shadyside Inn Suites,-79.933985,40.448882,31,3.5,7
526,The Elbow Room,-79.9327178368915,40.4516538606323,87,3,7
527,Footers Dry Cleaners & Tailors,-79.9313171,40.4555785,6,3.5,7
528,Dean of Shadyside Salon,-79.9385059,40.4559078,45,4,7
529,William Penn Tavern,-79.933732551313,40.451445220945,32,3.5,7
530,Cappys Cafe,-79.9346715,40.451079,37,3,7
531,Prantls Bakery,-79.932915,40.451668,98,4,7
532,Jitters Cafe,-79.932424,40.451832,26,4,7
533,Brueggers Bagels,-79.9357368,40.4507601,11,3,7
534,Toadflax Inc,-79.9342331,40.4510464,4,4,7
535,Kards Unlimited,-79.932837,40.451192,34,4.5,7
536,The Inn on Negley,-79.931454,40.453359,19,4.5,7
537,Club Havana,-79.9310915,40.4555373,3,3,7
538,Tokyo Japanese Food Store,-79.9291471,40.4573354,18,4,7
539,Shadyside Saloon,-79.931512,40.455763,6,3,7
540,Giant Eagle Market District,-79.9346032,40.4563396,62,3,7
541,Dudsn Suds,-79.937173,40.4559349,3,3.5,7
542,Shadyside Variety Store,-79.9345209,40.4510796,9,4,7
543,Banana Republic,-79.9323061,40.4514772,11,4,7
544,Docs Place,-79.9338609,40.4509479,21,3,7
545,Salon DeStefino,-79.9325889,40.451773,8,3.5,7
546,Rite Aid,-79.9335764,40.4511736,5,3.5,7
547,Moda,-79.9353124,40.4507595,3,4.5,7
548,Journeys of Life,-79.9337594,40.4507526,4,4.5,7
549,Henne Jewelers,-79.9337719,40.4513407,8,4,7
550,Girasole Restaurant,-79.9346006,40.4512206,136,3.5,7
551,LaFeria,-79.9328523,40.4515825,53,4,7
552,Rockys Tailor Shop,-79.9435148,40.4588227,14,3.5,7
553,Molnars Rudy Service Center,-79.9363659,40.4572144,5,3,7
554,A&A Mailing Services Plus,-79.9345149,40.4505333,5,4,7
555,Paul Michael Design,-79.9333455,40.4516614,5,5,7
556,The Collection,-79.9333455,40.4516614,7,4.5,7
557,Village Pizza Bar & Grill,-79.935149,40.450502,16,4,7
558,Mozart Management,-79.937836,40.455665,26,2,7
559,Le Mardi Gras,-79.9346368,40.4512699,39,4,7
560,P&Gs Pamelas Diner,-79.932833,40.451723,166,4,7
561,Crepes Parisiennes,-79.9333455,40.4516614,73,4,7
562,e.b. Pepper,-79.9350998,40.4508928,5,4,7
563,Historic Sunnyledge Hotel of Shadyside,-79.9373637,40.4477839,7,3,7
564,Gap,-79.933997,40.450828,8,3.5,7
565,Leones Floral Shop,-79.936316,40.4565667,3,2.5,7
566,Wendys,-79.937464,40.456954,14,2.5,7
567,China Palace,-79.933919,40.450866,61,3,7
568,Choices,-79.9348459,40.450632,4,3,7
569,Victorias Secret Stores,-79.933569,40.4512885,3,3,7
570,Salon Cercone,-79.9276531,40.4580987,10,4.5,7
571,Shadyside Mining Co,-79.9348108,40.4510663,5,3,7
572,Walnut Grill,-79.933592,40.450952,30,3,7
573,Williams-Sonoma,-79.933292105338,40.451279405721,8,4,7
574,Castle Place,-80.034378,40.369991,4,3.5,7
575,Mr Magic Car Wash,-80.0321349,40.3698429,3,3.5,7
576,The Pizza Co,-80.0286937,40.3606021,5,3.5,7
577,Nicks Pizza,-80.0352804,40.3690921,5,4.5,7
578,McGinnis John Special Food Store,-80.02247,40.364216,4,4.5,7
579,Rubys Cleaners,-80.034629,40.368716,3,3,7
580,Grahams Bakery,-80.034629,40.368716,4,3,7
581,Medgaus Carl DMD,-80.0366279,40.367905,3,2.5,7
582,China Village,-80.013523,40.369099,5,4.5,7
583,Pet Stop,-80.013523,40.369099,5,4.5,7
584,Castle Tavern Inc,-80.00893,40.371878,3,2.5,7
585,Jbs Pizza Place,-79.997251,40.38223,3,2.5,7
586,The Nailery,-80.014589,40.3670959,4,1,7
587,Signature Desserts,-80.013523,40.369099,10,4.5,7
588,Silver Palace Chinese Restaurant,-80.003797,40.377426,10,4,7
589,Calabrias,-80.006247,40.373453,12,3,7
590,Bowser GMC Buick Subaru Hyundai Nissan,-79.979897,40.353347,3,3.5,7
591,Dannys Pizza,-79.9763367,40.3500069,8,4,7
592,Princess Bowling Lanes,-80.0006895,40.3593906,3,3.5,7
593,Thee Olde Place Inn,-79.9610019,40.351916,7,4,7
594,Franks Shoe Repair,-80.002086,40.357482,3,5,7
595,Hairtique Designers,-79.980264,40.356992,3,2.5,7
596,Liotus & Winter,-79.958217,40.358416,4,4,7
597,Marshalls Department Store,-79.8915405517515,40.4890759295657,3,3.5,7
598,Penn Automotive,-79.915014,40.404362,6,4.5,7
599,Giant Eagle,-79.8938473444811,40.4882107543173,5,3.5,7
600,Barnes & Noble Booksellers,-79.8940369988684,40.4891725951984,4,4.5,7
601,Uncle Sams Submariens,-79.8926940961875,40.4890230106417,12,4,7
602,Tai Pei,-79.880616356427,40.487652925642,30,3.5,7
603,VCA Fox Chapel Animal Hospital,-79.879045,40.487886,9,4,7
604,Fox Chapel Shoe Service,-79.8803704,40.4878872,5,5,7
605,Pier 1 Imports,-79.8928782,40.4871294,3,3.5,7
606,Coffee Tree Roasters the,-79.883087,40.4887162,12,3.5,7
607,Specialty Luggage,-79.8819958,40.4873357,3,2.5,7
608,Thai Place Restaurant,-79.8857543,40.4870754,14,3.5,7
609,N Stuff Music,-79.8573303222656,40.4957504272461,6,5,7
610,Moondogs Pub,-79.859692,40.494257,3,4,7
611,Tower Auto Sales Inc,-79.862325,40.490198,4,4,7
612,Allegheny Smokeworks,-79.864475,40.492507,4,5,7
613,Starlite Lounge,-79.860283,40.493969,10,2.5,7
614,Bobs Garage,-79.872353,40.489501,17,3.5,7
615,Applebees,-80.070806,40.3906976,7,3.5,7
616,Radisson Hotel Pittsburgh Green Tree,-80.0586583,40.4185514,18,2.5,7
617,South Hills Brewing Supply,-80.054154,40.429825,6,4.5,7
618,Duquesne University,-79.9931845,40.4381144,5,4,7
619,New Dragon Chinese Restaurant,-80.069056,40.376268,3,2.5,7
620,Carolina Auto Repair,-81.021369,35.248484,3,3.5,3
621,Demetrios Restaurant,-81.0224918,35.2489525,4,3.5,3
622,Wendys,-81.027326,35.253329,6,2,3
623,Pizza Hut,-81.0277219,35.2546334,4,3,3
624,Whites Restaurant,-81.028058,35.24299,4,4,3
625,Bi-Lo,-81.0419019,35.254065,3,3.5,3
626,Captains Cap of Belmont Number 2,-81.026391,35.25355,14,3,3
627,Catawba Fountain & Grill,-81.028482,35.243155,4,3.5,3
628,Sub Corral Sandwich Shop,-81.025964,35.251298,8,2.5,3
629,Textile Lanes,-81.02641,35.254267,7,3.5,3
630,Belmont Post Office,-81.035828,35.245563,3,1.5,3
631,Taco Bell,-81.041502,35.252694,4,4,3
632,McDonalds,-81.0433539,35.251806,9,2,3
633,Shooters Express Gun Shop,-81.025519,35.258873,15,3.5,3
634,New China,-81.0422163,35.2527471,5,3.5,3
635,Belmont Food & Beverage,-81.037397,35.244676,9,3,3
636,New Modern Nails,-80.867643,35.356875,6,3.5,3
637,Huntersville Family Fitness & Aquatics,-80.8449579,35.39204,9,3.5,3
638,Latta Equestrian Center,-80.930662,35.354958,3,4,3
639,Latta Plantation Park,-80.930662,35.354958,13,4,3
640,Historic Latta Plantation,-80.930662,35.354958,19,4,3
641,Rural Hill Farm: Amazing Maize Maze,-80.945838,35.385772,15,4.5,3
642,Carolina Raptor Center,-80.9183981534424,35.3503059457119,15,4.5,3
643,Strikers Soccer Center,-80.839481,35.372285,3,4,3
644,Carolina Veterinary Specialists,-80.846401,35.384626,10,3,3
645,Union Cleaners,-80.692319,35.081001,3,3.5,3
646,New York Pizza Express,-80.697074,35.084143,14,4,3
647,Burger King,-80.696968,35.085443,5,1.5,3
648,Tullock Automotive,-80.6887369,35.0891069,9,5,3
649,Matthews Imports Inc,-80.68802,35.0895889,4,3,3
650,Custom Comfort Heating & Air Conditioning Inc,-80.67972,35.085982,3,5,3
651,Panda Chinese Restaurant,-80.7630454,35.026377,7,3,3
652,Papas Pizza To-Go,-80.7630602,35.0264103,5,3,3
653,Country Inn & Suites,-80.7236804,35.1168131,3,3,3
654,McClintock Heating & Cooling,-80.701841,35.119512,3,4,3
655,Holiday Inn Express Hotel & Suites Mt. Holly-Belmont,-81.032466,35.306711,8,3.5,3
656,El Valle Mexican Restaurant,-81.0272196,35.3035634,8,4,3
657,The Brightstar   Grill,-81.0241586,35.2912146,17,4,3
658,Sake Express 2 Japanese Steakhouse & Seafood,-81.0208401,35.2991682,4,3.5,3
659,McDonalds,-81.020392,35.2889229,3,2.5,3
660,Lowesville Cafe,-81.032466,35.306711,3,4,3
661,Sheraton Charlotte Airport Hotel,-80.922732,35.237471,21,3,3
662,Belk,-80.877175,35.083931,5,3,3
663,TLC Wings & Grill,-80.871878,35.086948,12,4,3
664,Sarku Japan,-80.8772249,35.0821998,4,3,3
665,Firehouse Subs,-80.8717654,35.0869866,6,4.5,3
666,Ethan Allen,-80.8793,35.076033,4,2.5,3
667,Garden Ridge,-80.876534,35.0768987,17,3,3
668,Comfort Suites,-80.876418,35.09072,6,3,3
669,The Childrens Place,-80.8772242,35.0822,3,3,3
670,Dicks Sporting Goods,-80.8802294,35.0880179,11,2.5,3
671,Waldhorn Restaurant,-80.882357,35.076521,131,4.5,3
672,BJs Wholesale Club,-80.876731,35.074492,15,3,3
673,Starbucks,-80.8772242,35.0822,4,4,3
674,Red Lobster,-80.87693,35.0866339,23,2.5,3
675,Toys R Us,-80.8801,35.079574,10,3,3
676,Jasons Deli,-80.878913,35.088417,36,4,3
677,Sears Auto Center,-80.8922957,35.0832014,7,3,3
678,Carolinas Medical Center-Pineville,-80.88724,35.079446,12,3.5,3
679,Spencer Gifts Inc,-80.88724,35.079446,4,3.5,3
680,The Home Depot,-80.877607,35.093414,5,3.5,3
681,Davids Bridal,-80.8790283,35.0910239,20,4,3
682,LensCrafters,-80.8772242,35.0822,6,2,3
683,Captain Ds,-80.876906,35.089113,6,3,3
684,Mattress Firm,-80.8782326,35.0800152,4,4,3
685,Buca di Beppo,-80.8798456192017,35.0852900556099,51,3,3
686,Bi-Lo,-80.871878,35.086948,5,3,3
687,Kmart,-80.879078,35.090187,6,2.5,3
688,Taco Bell,-80.878954,35.084106,6,3,3
689,Haverty Furniture Co,-80.879653,35.076846,8,4,3
690,LongHorn Steakhouse,-80.8770119,35.088633,33,3.5,3
691,Petsmart,-80.877106,35.094862,4,4,3
692,Lone Star Steakhouse & Saloon,-80.878913,35.088417,4,2.5,3
693,JCPenney,-80.876232,35.083179,8,4,3
694,Best Buy Pineville,-80.879078,35.088733,11,2.5,3
695,Brueggers Bagels,-80.8670549,35.089035,9,4,3
696,Le Fi Nail & Spa,-80.8788478,35.0883861,4,4.5,3
697,Carolina Place,-80.8772242,35.0822,33,3.5,3
698,Applebees,-80.8789517,35.0857058,7,3,3
699,Dillards,-80.875811,35.080712,5,3,3
700,Helzberg Diamonds,-80.8772242,35.0822,3,3,3
701,Olive Garden Italian Restaurant,-80.877383,35.086418,39,2.5,3
702,Tony Romas,-80.8811638,35.0862316,14,3,3
703,Office Depot,-80.8799377,35.0868436,4,4,3
704,Starmount Cleaners,-80.8761425,35.1514335,3,3.5,3
705,Treadquarters Discount Tire,-80.884263,35.095064,7,2.5,3
706,Dominos Pizza,-80.857545,35.117183,4,4.5,3
707,Kopper Kettle Restaurant,-80.912923,35.114191,9,4,3
708,Corner Cafe & Catering,-80.915583,35.1118189,5,4.5,3
709,Best Friends Pet Care,-80.864092,35.093322,18,3.5,3
710,Jareds Galleria of Jewelry,-80.879165,35.0870279,5,3,3
711,Precision Tune Auto Care,-80.876679,35.089534,9,3.5,3
712,Hampton Inn & Suites Carolina Place,-80.8834229,35.083196,3,3.5,3
713,Arbys,-80.8857699,35.0912719,3,2.5,3
714,China Buffet,-80.884608,35.08442,20,3,3
715,Autobell Car Wash Inc,-80.88694,35.083897,4,3,3
716,AAMCO Transmissions & Total Car Care,-80.8861529,35.088309,3,3.5,3
717,Hilton Garden Inn,-80.88227,35.082338,3,3.5,3
718,Mr Inspection,-80.886365,35.087638,5,3,3
719,Tire Kingdom,-80.8859121,35.08523,5,3,3
720,The Well,-80.889657,35.085732,4,5,3
721,I Hop,-80.884822,35.085568,13,3,3
722,Hatoya,-80.88523,35.092812,6,4.5,3
723,El Vallarta,-80.887685,35.084897,3,3.5,3
724,Jiffy Lube,-80.887008,35.086834,6,3,3
725,The Building Center Inc,-80.890353,35.097299,3,1,3
726,Pineville Ice House,-80.883932,35.081921,9,3,3
727,Fairpoint Communications,-80.847,35.217205,4,1,3
728,Spa at Ballantyne,-80.8463359,35.057659,16,3,3
729,Hampton Inn & Suites Southpark At Phillips Place,-80.8281,35.14667,16,4.5,3
730,Courtyard by Marriott,-80.9405309,35.239674,18,2.5,3
731,Greens Lunch,-80.846592,35.228193,32,3.5,3
732,Charlotte Center City Partners,-80.84468,35.226433,3,4,3
733,Jacksons Java,-80.8464606,35.2245882,10,3,3
734,Dunhill Hotel,-80.84119,35.228915,45,4.5,3
735,McColl Center For Visual Art,-80.836015,35.232608,4,4.5,3
736,McNinch House Restaurant,-80.8396379,35.231684,25,4.5,3
737,Alexander Michaels,-80.840783,35.23361,175,4,3
738,Showmars,-80.8459493,35.2263237,11,4,3
739,Levine Museum of the New South,-80.838659,35.228234,45,4.5,3
740,Mortons The Steakhouse,-80.8450060579599,35.2286502257605,58,4,3
741,Matts Chicago Dog,-80.846913,35.223994,47,4,3
742,Starbucks,-80.850264551363,35.233663461687,14,3.5,3
743,Fox and Hound Smokehouse & Tavern,-80.839671,35.228985,44,3,3
744,North Carolina Blumenthal Performing Arts,-80.842303,35.226746,12,4,3
745,Rí Rá Irish Pub,-80.8415605,35.228075,159,3.5,3
746,Soho Bistro,-80.841488,35.2281289,74,4,3
747,Champions,-80.8437189,35.2279308,27,2.5,3
748,Charlotte Marriott City Center,-80.8437189,35.2279308,53,3.5,3
749,The Light Factory,-80.8391837,35.2288041,9,4,3
750,The Sandwich Club,-80.8381266,35.2310245,5,3.5,3
751,Sushiya Japan,-80.779082,35.095238,13,3.5,3
752,Eden Cleaners,-80.8439988,35.2329575,9,3,3
753,City Tavern,-80.842652,35.2283649,6,3,3
754,Rock Bottom Restaurant & Brewery,-80.839336,35.230194,157,3.5,3
755,Charlotte City Club,-80.843784,35.2275289,10,3.5,3
756,Burger King,-80.84104,35.2244979,3,2.5,3
757,Spectrum Eye Care,-80.84395,35.225394,17,5,3
758,Fujiyama,-80.8461559,35.22533,9,3.5,3
759,Simmons Restaurant,-80.841672,35.233802,13,3.5,3
760,Presto Bar & Grill,-80.8473,35.230158,30,3,3
761,China King,-80.846495,35.225825,6,3,3
762,Bojangles,-80.84104,35.2244979,7,4,3
763,The Westin Charlotte,-80.8475027,35.2216726,100,3.5,3
764,Holiday Inn CHARLOTTE-CENTER CITY,-80.839665,35.227526,31,3.5,3
765,Rays Splash Planet,-80.851336,35.238088,7,3,3
766,Elmwood Cemetery,-80.847333,35.234098,6,4.5,3
767,Main Library,-80.84523,35.227415,13,3.5,3
768,Mecklenburg County Aquatic Center,-80.840703,35.217312,7,4,3
769,Mint Museum of Craft & Design,-80.840985,35.228281,3,2.5,3
770,Queens University of Charlotte,-80.831738,35.1881976,7,3,3
771,Charlotte Coffee Station,-80.844683,35.223866,9,4.5,3
772,FedEx Office Print & Ship Center,-80.844726,35.22564,7,3,3
773,Time Warner Cable,-80.84972,35.21873,57,1.5,3
774,Ratcliffe On The Green,-80.8461455,35.2246617,18,4,3
775,Modern Salon & Spa,-80.84523,35.227415,23,4,3
776,Charlotte Convention Center,-80.8453307,35.222107,19,3,3
777,Residence Inn by Marriott Charlotte Uptown,-80.849538,35.227078,13,4,3
778,Barnes & Noble Booksellers,-80.783798,35.096526,7,3.5,3
779,Southside Meat Market,-80.8316959,35.227056,3,3.5,3
780,Gateway Cleaners,-80.850127,35.233995,5,3.5,3
781,Salsaritas Fresh Cantina,-80.843148,35.2273169,22,4,3
782,Monticello Restaurant,-80.8411263,35.228718,14,3.5,3
783,Actors Theatre of Charlotte,-80.843155,35.218214,27,4.5,3
784,Bar Charlotte,-80.8394745,35.2278411,16,2,3
785,Merts Heart & Soul,-80.8401304,35.2273178,446,4,3
786,Brevard Court Sundries,-80.846935,35.22586,3,3,3
787,Halfpennys,-80.844753,35.224741,9,4,3
788,Jersey Mikes Subs,-80.844191,35.226995,11,4,3
789,Mimosa Grill,-80.84547,35.224456,214,4,3
790,Arthurss At Wachovia,-80.84461,35.2238,4,4,3
791,Uptown Cabaret,-80.851151,35.220527,18,2.5,3
792,Fuel Pizza Cafe,-80.841488,35.2281289,33,2.5,3
793,Showmars Government Center,-80.839268,35.221277,4,3.5,3
794,Luce Restaurant & Bar,-80.841488,35.2281289,110,4.5,3
795,Phils Deli New York Deli & Tavern,-80.8414916,35.2278131,11,3,3
796,DoubleTree By Hilton Hotel Charlotte,-80.851868,35.233064,41,3.5,3
797,Hartigans Irish Pub,-80.8548383,35.2283983,20,3,3
798,Phils Tavern,-80.8414916,35.2278131,26,2.5,3
799,Brixx Wood Fired Pizza,-80.8388937,35.2274621,76,3.5,3
800,Hilton Garden Inn Charlotte Uptown,-80.8427865,35.2207294,29,4,3
801,Goat Wagon Grocery,-80.8491657,35.2336905,5,2.5,3
802,The Capital Grille,-80.8419989013275,35.2283137726241,167,4.5,3
803,Blumenthal Cancer Center,-80.8388347,35.2065235,3,3.5,3
804,Charlotte Hornets,-80.8393335,35.2250606,28,3.5,3
805,Graduate Food & Pub,-80.844211,35.227459,4,3.5,3
806,Stool Pigeons Coop & Grill,-80.8413659,35.2288659,27,3.5,3
807,The Charlotte Observer,-80.8495919,35.223516,12,2,3
808,Savannah Red,-80.8437189,35.2279308,39,4,3
809,Cutters Cigar Bar,-80.8437189,35.2279308,39,4,3
810,Bank Of America Stadium,-80.8527401,35.2256295,69,4,3
811,Carolina Panthers,-80.8527401,35.2256295,17,4,3
812,Frankies Italian Grille,-80.84523,35.227415,7,3.5,3
813,Chicks Restaurant,-80.8461559,35.22533,5,4,3
814,Connollys On Fifth,-80.841435,35.227736,57,3.5,3
815,Ruby Tuesday Restaurant,-80.8249249,35.153816,6,4,3
816,Jeffrey I. Musler & Associates,-80.8317551,35.153939,4,3.5,3
817,Southern Light Photography,-80.7225608825684,35.1429326218987,3,5,3
818,Arthurs At Belk,-80.8317551,35.153939,24,4.5,3
819,Brueggers Bagels,-80.799651,35.176106,18,3,3
820,Buckhead Saloon,-80.8404187,35.2268199,14,3,3
821,LaVecchias Seafood Grille,-80.841488,35.2281289,44,3.5,3
822,Caribou Coffee,-80.84395,35.225394,7,3.5,3
823,Goodyear Auto Service Centers,-80.848381,35.2228785,9,1.5,3
824,Greyhound Bus Lines,-80.848324,35.23114,8,2.5,3
825,Cosmos Cafe,-80.8394745,35.2278411,53,3,3
826,Caribou Coffee,-80.842257,35.227396,15,4,3
827,Discovery Place,-80.8409269,35.229601,62,4,3
828,Quiznos Sub,-80.8461559,35.22533,3,2.5,3
829,Pizzeria Uno,-80.8464606,35.2245882,9,2,3
830,Hampton Inn-Charlotte Uptown,-80.8422793,35.2201626,7,3.5,3
831,Smoothie King,-80.844683,35.223866,5,4,3
832,Dixies Tavern,-80.837321,35.2277289,27,3,3
833,Breakfast Club,-80.837213,35.225299,25,3.5,3
